store,id,public_id,is_active,publication_status,raw_title,job_title,url,application_url,department,location,workplace_address,salary_range,description,duration,hours,availability,academic_course,academic_workload,academic_office_hours,academic_supervisor,academic_appointment_type,academic_schedule,academic_term,benefits,required_skills,experience_requirements,education_requirements,license_requirements,language_requirements,certification_requirements,software_requirements,medical_requirements,responsibility_tags,qualification_tags,quality_flags
"current","APEUO---Automne-2026--ERG5512--Anatomie-et-lments-du-mouvement-pour-la-participation-occupationnelle_JR38034","5375","1","fully_parsed","Anatomie et éléments du mouvement pour la participation occupationnelle","Anatomie et éléments du mouvement pour la participation occupationnelle","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Lees-Campus/APEUO---Automne-2026--ERG5512--Anatomie-et-lments-du-mouvement-pour-la-participation-occupationnelle_JR38034","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Lees-Campus/APEUO---Automne-2026--ERG5512--Anatomie-et-lments-du-mouvement-pour-la-participation-occupationnelle_JR38034","Faculty of Health Sciences / École des sciences de la réadaptation","Ottawa, ON","","$111.12 hour","## Overview\nInstruct and supervise practical laboratories for the course ERG5512, covering musculoskeletal anatomy and movement analysis for occupational participation.\n\n## Responsibilities\n- Deliver practical laboratory sessions on palpation, joint and muscle assessment and movement analysis\n- Supervise and evaluate students during mid-term practical exam (Nov 3, 11:30-19:30) and final practical exam (Dec 10, 8:30-17:30)\n- Grade exams and provide feedback on musculoskeletal and sensory assessment skills\n\n## Qualifications\n- Physical health\n- Expertise in functional anatomy, including joint and muscle assessment of upper limbs, lower limbs and back and sensory perception assessment\n- Teaching experience is an asset\n\n## Nice to Have\n- Teaching experience","","","","ERG5512 — Anatomie et lments du mouvement pour la participation occupationnelle","","","","","","Fall 2026","[]","[""Ergothérapie"",""anatomie fonctionnelle"",""bilan musculaire et articulaire"",""perception sensorielle""]","[""1+ years""]","","","","","","","[""Planning & evaluation"",""Client care""]","[""Education & mentoring"",""Planning & evaluation""]","[""description_over_500_chars""]"
"current","APTPUO---Automne-2026---ANT2521-A00_JR38623","31748","1","soft_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ANT2521-A00_JR38623","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ANT2521-A00_JR38623","","Ottawa, ONMain Campus","","","## Overview\nExamen des grands courants en théorie anthropologique classique faisant ressortir leurs principaux concepts et leurs applications. Débats sur leur place dans les sciences sociales.\n\n## Qualifications\nDétenir une maîtrise en anthropologie ou une formation plus avancée en anthropologie.Posséder un dossier qui démontre une expertise dans le champ des théories classiques en anthropologie attestée par l’enseignement de cours identiques ou similaires ou par des publications dans ce champ.","","","","ANT2521","","","","","","Fall 2026","[]","[]","[]","[""Détenir une maîtrise en anthropologie ou une formation plus avancée en anthropologie""]","[]","[]","[]","","[]","[]","","[]"
"current","APTPUO---Automne-2026---ANT5500-A00_JR38631","31729","1","soft_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ANT5500-A00_JR38631","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ANT5500-A00_JR38631","","Ottawa, ONMain Campus","","","## Overview\nExamen approfondi des principaux courants théoriques contenporains en anthropologie sociale et culturelle. Développement de ces courants et leurs points de convergence et de divergence à l'aide d'exemples et de thématiques actuelles.\n\n## Qualifications\nDétenir un doctorat en anthropologie ou avoir complété une scolarité de doctorat en anthropologie.Posséder un dossier qui démontre une expertise dans le champ des théories contemporaines en anthropologie attestée par l’enseignement de cours identiques ou similaires ou par des publications dans ce champ","","","","ANT5500","","","","","","Fall 2026","[]","","[]","[]","[]","[]","[]","","[]","[]","","[""description_over_500_chars""]"
"current","APTPUO---Automne-2026---CMN2532-A00_JR35387-1","4850","1","fully_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---CMN2532-A00_JR35387-1","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---CMN2532-A00_JR35387-1","Department of Communication","Ottawa, ON","","$239.47 hour","## Overview\nKinesics and proxemics: study of gestures, clothing, social behavior in communication. Differences in behavior according to sex.\n\n## Responsibilities\n- Teach course CMN2532 Communication non verbale\n- Prepare and deliver lectures\n- Evaluate student work and assign grades\n- Hold office hours and consult with students\n\n## Qualifications\n- Ph.D. or Master's degree in Communication (preferred)\n- Expertise or professional experience directly related to course content\n- Teaching experience in the field (asset)","","","","CMN2532 — 1","","","","","","Fall 2026","[]","[]","","","","","","","","[""Education & mentoring"",""Planning & evaluation"",""Client care"",""Operations & compliance""]","[""Education & mentoring""]","[""description_over_500_chars""]"
"current","APTPUO---Automne-2026---CMN3565-A00_JR35385-1","4849","1","fully_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---CMN3565-A00_JR35385-1","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---CMN3565-A00_JR35385-1","Department of Communication","Ottawa, ON","","$239.47 hour","## Overview\nPart-time professor position for course CMN3565 Industries des médias in Fall 2026.\n\n## Responsibilities\n- Deliver lectures on media industries and Canadian regulatory system\n- Grade assignments and exams\n- Hold office hours and student consultations\n- Manage course administration\n\n## Qualifications\n- PhD or Master's in Communication (preferred)\n- Expertise or professional experience directly related to course content\n- Teaching experience in the field (asset)","","","","CMN3565 — 1","","","","","","Fall 2026","[]","[]","","","","[""French""]","","","","[""Client care"",""Operations & compliance""]","[""Education & mentoring""]","[]"
"current","APTPUO---Automne-2026---EDU-5519---C00-DS00---Antiracismes-et-ducation_JR38104","7710","1","fully_parsed","C00/DS00 - Antiracismes et éducation","C00/DS00 - Antiracismes et éducation","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---EDU-5519---C00-DS00---Antiracismes-et-ducation_JR38104","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---EDU-5519---C00-DS00---Antiracismes-et-ducation_JR38104","Faculté d'éducation / Faculty of Education","Ottawa, ON","","$239.47 hour","## Overview\nCe cours examine le courant de pensée et de recherche critique/antiraciste dans les politiques, programmes et pratiques en éducation de langue française, et explore les intersections entre perspectives antiracistes, multiculturalistes et interculturalistes dans un contexte francophone minoritaire.\n\n## Responsibilities\n- Enseigner le cours EDU 5519 (Antiracismes et éducation), y compris la préparation des cours, l'enseignement et l'évaluation.\n- Assurer la disponibilité pour les étudiants et la gestion du cours.\n\n## Qualifications\n- Experience with publications dans le domaine au cours des cinq dernières années\n- Experience with expertise démontrée dans le domaine du cours\n- Doctorat (Ph. D.) en éducation ou dans un domaine connexe.\n- Connaissance des méthodes d'enseignement utilisant les technologies de l'information et de la communication.\n- Compétence passive en anglais (deuxième langue).\n\n## Nice to Have\n- Aucun mentionné.\n\n## Compensation & Benefits\n- Salaire horaire de 239,47 $ pour l'enseignement (2024-2025).\n- Les taux ne comprennent pas la paie de vacances ni la paie légale; seront appliqués jusqu'à la ratification d'une nouvelle convention collective.","","","","EDU 5519 — DS00 Antiracismes et ducation","","","","","","Fall 2026","[]","","[]","[]","[]","[""English"",""French""]","[]","","","[]","","[""description_over_500_chars"",""description_over_1000_chars""]"
"current","APTPUO---Automne-2026---EDU-5590---C00--Introduction--la-recherche-en-ducation_JR38622","31752","1","soft_parsed","Introduction à la recherche en éducation","Introduction à la recherche en éducation","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---EDU-5590---C00--Introduction--la-recherche-en-ducation_JR38622","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---EDU-5590---C00--Introduction--la-recherche-en-ducation_JR38622","","Ottawa, ONMain Campus","","","## Overview\nInitiation à la consultation et à l'utilisation de la recherche en éducation : documentation d'une problématique; lecture critique; initiation aux différents types de recherche appliquée.\n\n## Qualifications\nPh. D. en éducation ou dans un domaine connexe au coursPublications dans le domaine au cours des cinq dernières annéesExpertise démontrée dans le domaine du coursConnaissance des méthodes d’enseignement utilisant les technologies de l’information et de la communication","","","","EDU 5590 — Introduction la recherche en ducation","","","","","","Fall 2026","[]","","[]","[]","[]","[]","[]","","[]","[]","","[]"
"current","APTPUO---Automne-2026---FLS-2581-A00-pour-ANT-1501-A_JR38130","7557","1","fully_parsed","B00 pour A","B00 pour A","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---FLS-2581-A00-pour-ANT-1501-A_JR38130","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---FLS-2581-A00-pour-ANT-1501-A_JR38130","Institut des langues officielles et du bilinguisme \ Official Languages and Bilingualism Institute (OLBI)","Ottawa, ON","","$203.54 hour","## Overview\nDeliver a French as a second language (FLS) course linked to an anthropology course (ANT 1501), helping non-francophone students develop listening and reading comprehension while supporting their mastery of the discipline. The instructor must attend the linked discipline course.\n\n## Responsibilities\n- Teach FLS 2581 B00 (Immersion 1: Compréhension orale et écrite), with classes on Thursdays from 13:00-14:30, on-site.\n- Develop students' second-language listening and reading skills.\n- Help students assimilate discipline content; exams may be answered in English or French in the discipline course, but only in French in the language course.\n- Attend the linked ANT 1501 A00 course (Tuesdays 16:00-17:30 and Thursdays 14:30-16:00) in person.\n\n## Qualifications\n- University-level FLS teaching experience, (or equivalent)\n\n- Familiarity with software and technology relevant to FLS teaching.\n- Demonstrated knowledge of immersion pedagogy as shown in CV.","","","","ANT 1501","","","","","","Fall 2026","[]","[]","[""2 years""]","[""Master's degree in didactics of French as a second language or a related field (or equivalent)""]","[]","[""French""]","[]","","","[]","","[""description_over_500_chars""]"
"current","APTPUO---Automne-2026---GEG5505-A00_JR38083-1","5266","1","fully_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---GEG5505-A00_JR38083-1","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---GEG5505-A00_JR38083-1","Department of Geography, Environment and Geomatics","Ottawa, ON","","$239.47 hour","## Overview\nSéminaire: GEG 5505 Thèmes choisis en géographie humaine.\n\n## Responsibilities\n- Teach the seminar course GEG5505 on chosen themes in human geography\n- Prepare and deliver lectures, evaluate student work and provide academic guidance\n\n## Qualifications\n- Doctorate in geography, environmental studies or related discipline with proven expertise in a sub-field of human geography\n- Equivalent level of education and/or experience may be considered","","","","GEG5505 — 1","","","","","","Fall 2026","[]","[]","","[""Doctorate in geography, environmental studies, or related discipline with proven expertise in a sub-field of human geography""]","[]","","","","","[""Education & mentoring"",""Planning & evaluation"",""Client care""]","[]","[]"
"current","APTPUO---Automne-2026---MED6533_JR38395","31910","1","soft_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---MED6533_JR38395","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---MED6533_JR38395","","Ottawa, ONRoger Guindon Hall","","","## Overview\nCe cours fait partie des programmes aux études supérieures en enseignement en santé, conjointement offerts par la Faculté de médecine et la Faculté d’éducation. Ce cours porte sur l’examen critique des thèmes reliés à l'enseignement en santé et inspirés de la recherche et des enjeux disciplinaires.Ce cours est entièrement offert en ligne, de façon synchrone.\n\n## Qualifications\nFormation doctorale en éducation, en sciences de la santé, en histoire ou dans un domaine connexe.Excellente connaissance des méthodologies de recherche, particulièrement des approches qualitatives (p. ex., analyse du discours, analyse thématique), ainsi qu'une compréhension approfondie des fondements épistémologiques de la recherche en éducation des sciences de la santé.Expérience de publication scientifique et/ou d’activités éditoriales dans le domaine de l’éducation médicale ou de la formation en sciences de la santé.Expérience d’enseignement dans un contexte de formation en santé (médecine ou autres professions de la santé) et bonne compréhension des enjeux propres à l’enseignement interprofessionnel en santé.Bonne compréhension des enjeux actuels de la recherche en pédagogie des sciences de la santé, notamment dans leurs dimensions historiques, sociales et politiques.Expérience dans l’enseignement et l’évaluation de travaux universitaires de cycles supérieurs, avec une capacité démontrée à fournir une rétroaction formative, constructive et rigoureuse.Excellente maîtrise du français, à l’oral comme à l’écrit, incluant la capacité d’accompagner les étudiantes et étudiants dans l’amélioration de la qualité linguistique de leurs travaux.Maîtrise des outils technologiques requis pour l’enseignement en ligne, notamment Brightspace, Zoom et Zotero.","","","","MED6533","","","","","","Automne 2026","[]","","[]","[]","[]","[]","[]","[""Brightspace""]","[]","[]","","[""description_over_500_chars"",""description_over_1000_chars""]"
